Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-12 08:59:02,2 024,72
kujawsko-pomorskie,no-data,2020-05-12 08:59:02,577,32
lubelskie,no-data,2020-05-12 08:59:02,392,14
lubuskie,no-data,2020-05-12 08:59:02,92,0
łódzkie,no-data,2020-05-12 08:59:02,1 188,40
małopolskie,no-data,2020-05-12 08:59:02,1 071,35
mazowieckie,no-data,2020-05-12 08:59:02,2 808,222
opolskie,no-data,2020-05-12 08:59:02,495,35
podkarpackie,no-data,2020-05-12 08:59:02,371,29
podlaskie,no-data,2020-05-12 08:59:02,384,7
pomorskie,no-data,2020-05-12 08:59:02,485,27
śląskie,no-data,2020-05-12 08:59:02,3 779,151
świętokrzyskie,no-data,2020-05-12 08:59:02,325,12
warmińsko-mazurskie,no-data,2020-05-12 08:59:02,162,1
wielkopolskie,no-data,2020-05-12 08:59:02,1 699,118
zachodniopomorskie,no-data,2020-05-12 08:59:02,474,16
