Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-03-19 23:59:03,53,2
kujawsko-pomorskie,no-data,2020-03-19 23:59:03,11,0
lubelskie,no-data,2020-03-19 23:59:03,25,1
lubuskie,no-data,2020-03-19 23:59:03,9,0
łódzkie,no-data,2020-03-19 23:59:03,48,0
małopolskie,no-data,2020-03-19 23:59:03,7,0
mazowieckie,no-data,2020-03-19 23:59:03,82,0
opolskie,no-data,2020-03-19 23:59:03,10,0
podkarpackie,no-data,2020-03-19 23:59:03,17,1
podlaskie,no-data,2020-03-19 23:59:03,1,0
pomorskie,no-data,2020-03-19 23:59:03,9,0
śląskie,no-data,2020-03-19 23:59:03,42,0
świętokrzyskie,no-data,2020-03-19 23:59:03,5,0
warmińsko-mazurskie,no-data,2020-03-19 23:59:03,12,0
wielkopolskie,no-data,2020-03-19 23:59:03,15,1
zachodniopomorskie,no-data,2020-03-19 23:59:03,9,0
