Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-14 10:59:02,2119,79
kujawsko-pomorskie,no-data,2020-05-14 10:59:02,577,39
lubelskie,no-data,2020-05-14 10:59:02,398,14
lubuskie,no-data,2020-05-14 10:59:02,93,0
łódzkie,no-data,2020-05-14 10:59:02,1212,45
małopolskie,no-data,2020-05-14 10:59:02,1099,35
mazowieckie,no-data,2020-05-14 10:59:02,2880,228
opolskie,no-data,2020-05-14 10:59:02,507,37
podkarpackie,no-data,2020-05-14 10:59:02,372,29
podlaskie,no-data,2020-05-14 10:59:02,385,7
pomorskie,no-data,2020-05-14 10:59:02,492,28
śląskie,no-data,2020-05-14 10:59:02,4608,164
świętokrzyskie,no-data,2020-05-14 10:59:02,337,14
warmińsko-mazurskie,no-data,2020-05-14 10:59:02,169,1
wielkopolskie,no-data,2020-05-14 10:59:02,1734,133
zachodniopomorskie,no-data,2020-05-14 10:59:02,487,16
