Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-07 04:59:03,488,13
kujawsko-pomorskie,no-data,2020-04-07 04:59:03,245,1
lubelskie,no-data,2020-04-07 04:59:03,181,7
lubuskie,no-data,2020-04-07 04:59:03,62,0
łódzkie,no-data,2020-04-07 04:59:03,340,3
małopolskie,no-data,2020-04-07 04:59:03,349,7
mazowieckie,no-data,2020-04-07 04:59:03,1065,23
opolskie,no-data,2020-04-07 04:59:03,101,2
podkarpackie,no-data,2020-04-07 04:59:03,156,6
podlaskie,no-data,2020-04-07 04:59:03,109,1
pomorskie,no-data,2020-04-07 04:59:03,125,0
śląskie,no-data,2020-04-07 04:59:03,562,25
świętokrzyskie,no-data,2020-04-07 04:59:03,103,1
warmińsko-mazurskie,no-data,2020-04-07 04:59:03,83,1
wielkopolskie,no-data,2020-04-07 04:59:03,327,15
zachodniopomorskie,no-data,2020-04-07 04:59:03,117,2
