Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-09 16:59:02,1 889,66
kujawsko-pomorskie,no-data,2020-05-09 16:59:02,572,32
lubelskie,no-data,2020-05-09 16:59:02,386,14
lubuskie,no-data,2020-05-09 16:59:02,92,0
łódzkie,no-data,2020-05-09 16:59:02,1 150,40
małopolskie,no-data,2020-05-09 16:59:02,1 042,33
mazowieckie,no-data,2020-05-09 16:59:02,2 731,219
opolskie,no-data,2020-05-09 16:59:02,478,33
podkarpackie,no-data,2020-05-09 16:59:02,370,27
podlaskie,no-data,2020-05-09 16:59:02,383,7
pomorskie,no-data,2020-05-09 16:59:02,477,23
śląskie,no-data,2020-05-09 16:59:02,3 323,146
świętokrzyskie,no-data,2020-05-09 16:59:02,320,11
warmińsko-mazurskie,no-data,2020-05-09 16:59:02,160,1
wielkopolskie,no-data,2020-05-09 16:59:02,1 670,109
zachodniopomorskie,no-data,2020-05-09 16:59:02,467,16
