Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-01 14:59:02,2600,104
kujawsko-pomorskie,no-data,2020-06-01 14:59:02,593,47
lubelskie,no-data,2020-06-01 14:59:02,495,15
lubuskie,no-data,2020-06-01 14:59:02,118,0
łódzkie,no-data,2020-06-01 14:59:02,1553,66
małopolskie,no-data,2020-06-01 14:59:02,1226,40
mazowieckie,no-data,2020-06-01 14:59:02,3581,264
opolskie,no-data,2020-06-01 14:59:02,651,47
podkarpackie,no-data,2020-06-01 14:59:02,387,35
podlaskie,no-data,2020-06-01 14:59:02,453,9
pomorskie,no-data,2020-06-01 14:59:02,556,35
śląskie,no-data,2020-06-01 14:59:02,8422,208
świętokrzyskie,no-data,2020-06-01 14:59:02,483,22
warmińsko-mazurskie,no-data,2020-06-01 14:59:02,179,1
wielkopolskie,no-data,2020-06-01 14:59:02,2154,153
zachodniopomorskie,no-data,2020-06-01 14:59:02,536,19
