Voivodeship,County/City,Last Update,Confirmed,Deaths
śląskie,będziński,2020-03-15 09:07:26,1,0
dolnośląskie,bolesławiecki,2020-03-15 09:07:26,1,0
śląskie,Chorzów,2020-03-15 09:07:26,1,0
śląskie,cieszyński,2020-03-15 09:07:26,3,0
pomorskie,Gdańsk,2020-03-15 09:07:26,2,0
lubelskie,janowski,2020-03-15 09:07:26,5,1
małopolskie,Kraków,2020-03-15 09:07:26,1,0
podkarpackie,leżajski,2020-03-15 09:07:26,6,0
lubelskie,lubartowski,2020-03-15 09:07:26,1,0
lubelskie,Lublin,2020-03-15 09:07:26,9,0
łódzkie,łódzki wschodni,2020-03-15 09:07:26,1,0
łódzkie,Łódź,2020-03-15 09:07:26,8,0
dolnośląskie,oleśnicki,2020-03-15 09:07:26,1,0
warmińsko-mazurskie,Olsztyn,2020-03-15 09:07:26,3,0
świętokrzyskie,ostrowiecki,2020-03-15 09:07:26,2,0
łódzkie,pabianicki,2020-03-15 09:07:26,1,0
mazowieckie,piaseczyński,2020-03-15 09:07:26,1,0
łódzkie,poddębicki,2020-03-15 09:07:26,1,0
zachodniopomorskie,policki,2020-03-15 09:07:26,2,0
wielkopolskie,Poznań,2020-03-15 09:07:26,7,1
mazowieckie,pruszkowski,2020-03-15 09:07:26,3,0
śląskie,Rybnik,2020-03-15 09:07:26,5,0
podkarpackie,Rzeszów,2020-03-15 09:07:26,1,0
lubuskie,słubicki,2020-03-15 09:07:26,1,0
śląskie,Sosnowiec,2020-03-15 09:07:26,1,0
zachodniopomorskie,stargardzki,2020-03-15 09:07:26,3,0
opolskie,strzelecki,2020-03-15 09:07:26,3,0
warmińsko-mazurskie,szczycieński,2020-03-15 09:07:26,1,0
łódzkie,tomaszowski,2020-03-15 09:07:26,1,0
mazowieckie,Warszawa,2020-03-15 09:07:26,15,0
dolnośląskie,Wrocław,2020-03-15 09:07:26,11,1
śląskie,zawierciański,2020-03-15 09:07:26,1,0
