Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-13 08:59:02,2 974,150
kujawsko-pomorskie,no-data,2020-07-13 08:59:02,696,49
lubelskie,no-data,2020-07-13 08:59:02,814,20
lubuskie,no-data,2020-07-13 08:59:02,234,0
łódzkie,no-data,2020-07-13 08:59:02,3 420,187
małopolskie,no-data,2020-07-13 08:59:02,2 048,45
mazowieckie,no-data,2020-07-13 08:59:02,5 377,352
opolskie,no-data,2020-07-13 08:59:02,1009,53
podkarpackie,no-data,2020-07-13 08:59:02,896,55
podlaskie,no-data,2020-07-13 08:59:02,902,16
pomorskie,no-data,2020-07-13 08:59:02,711,38
śląskie,no-data,2020-07-13 08:59:02,13 805,356
świętokrzyskie,no-data,2020-07-13 08:59:02,858,41
warmińsko-mazurskie,no-data,2020-07-13 08:59:02,282,1
wielkopolskie,no-data,2020-07-13 08:59:02,3 230,185
zachodniopomorskie,no-data,2020-07-13 08:59:02,635,23
