Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-03-30 12:59:02,243,4
kujawsko-pomorskie,no-data,2020-03-30 12:59:02,47,0
lubelskie,no-data,2020-03-30 12:59:02,111,3
lubuskie,no-data,2020-03-30 12:59:02,36,0
łódzkie,no-data,2020-03-30 12:59:02,190,0
małopolskie,no-data,2020-03-30 12:59:02,155,1
mazowieckie,no-data,2020-03-30 12:59:02,461,4
opolskie,no-data,2020-03-30 12:59:02,43,0
podkarpackie,no-data,2020-03-30 12:59:02,76,3
podlaskie,no-data,2020-03-30 12:59:02,32,0
pomorskie,no-data,2020-03-30 12:59:02,46,0
śląskie,no-data,2020-03-30 12:59:02,203,6
świętokrzyskie,no-data,2020-03-30 12:59:02,37,1
warmińsko-mazurskie,no-data,2020-03-30 12:59:02,57,0
wielkopolskie,no-data,2020-03-30 12:59:02,111,3
zachodniopomorskie,no-data,2020-03-30 12:59:02,57,1
