Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-16 09:59:02,2 991,152
kujawsko-pomorskie,no-data,2020-07-16 09:59:02,707,49
lubelskie,no-data,2020-07-16 09:59:02,845,20
lubuskie,no-data,2020-07-16 09:59:02,257,1
łódzkie,no-data,2020-07-16 09:59:02,3 488,189
małopolskie,no-data,2020-07-16 09:59:02,2 173,47
mazowieckie,no-data,2020-07-16 09:59:02,5 499,354
opolskie,no-data,2020-07-16 09:59:02,1 015,54
podkarpackie,no-data,2020-07-16 09:59:02,979,55
podlaskie,no-data,2020-07-16 09:59:02,904,16
pomorskie,no-data,2020-07-16 09:59:02,715,38
śląskie,no-data,2020-07-16 09:59:02,14 032,366
świętokrzyskie,no-data,2020-07-16 09:59:02,866,42
warmińsko-mazurskie,no-data,2020-07-16 09:59:02,286,1
wielkopolskie,no-data,2020-07-16 09:59:02,3 322,187
zachodniopomorskie,no-data,2020-07-16 09:59:02,642,23
