Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-07 23:59:02,2950,149
kujawsko-pomorskie,no-data,2020-07-07 23:59:02,685,49
lubelskie,no-data,2020-07-07 23:59:02,733,19
lubuskie,no-data,2020-07-07 23:59:02,152,0
łódzkie,no-data,2020-07-07 23:59:02,3287,178
małopolskie,no-data,2020-07-07 23:59:02,1884,44
mazowieckie,no-data,2020-07-07 23:59:02,5214,346
opolskie,no-data,2020-07-07 23:59:02,976,51
podkarpackie,no-data,2020-07-07 23:59:02,791,55
podlaskie,no-data,2020-07-07 23:59:02,882,13
pomorskie,no-data,2020-07-07 23:59:02,690,38
śląskie,no-data,2020-07-07 23:59:02,13403,344
świętokrzyskie,no-data,2020-07-07 23:59:02,843,40
warmińsko-mazurskie,no-data,2020-07-07 23:59:02,275,1
wielkopolskie,no-data,2020-07-07 23:59:02,3025,179
zachodniopomorskie,no-data,2020-07-07 23:59:02,622,22
