Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-21 23:59:02,1118,33
kujawsko-pomorskie,no-data,2020-04-21 23:59:02,438,17
lubelskie,no-data,2020-04-21 23:59:02,325,10
lubuskie,no-data,2020-04-21 23:59:02,84,0
łódzkie,no-data,2020-04-21 23:59:02,695,10
małopolskie,no-data,2020-04-21 23:59:02,707,20
mazowieckie,no-data,2020-04-21 23:59:02,2059,126
opolskie,no-data,2020-04-21 23:59:02,298,15
podkarpackie,no-data,2020-04-21 23:59:02,270,16
podlaskie,no-data,2020-04-21 23:59:02,332,3
pomorskie,no-data,2020-04-21 23:59:02,219,2
śląskie,no-data,2020-04-21 23:59:02,1568,79
świętokrzyskie,no-data,2020-04-21 23:59:02,238,4
warmińsko-mazurskie,no-data,2020-04-21 23:59:02,145,1
wielkopolskie,no-data,2020-04-21 23:59:02,1081,61
zachodniopomorskie,no-data,2020-04-21 23:59:02,279,4
