Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-22 05:59:03,2295,94
kujawsko-pomorskie,no-data,2020-05-22 05:59:03,587,44
lubelskie,no-data,2020-05-22 05:59:03,417,15
lubuskie,no-data,2020-05-22 05:59:03,95,0
łódzkie,no-data,2020-05-22 05:59:03,1279,51
małopolskie,no-data,2020-05-22 05:59:03,1165,40
mazowieckie,no-data,2020-05-22 05:59:03,3128,245
opolskie,no-data,2020-05-22 05:59:03,576,43
podkarpackie,no-data,2020-05-22 05:59:03,375,34
podlaskie,no-data,2020-05-22 05:59:03,405,9
pomorskie,no-data,2020-05-22 05:59:03,513,29
śląskie,no-data,2020-05-22 05:59:03,6333,186
świętokrzyskie,no-data,2020-05-22 05:59:03,361,20
warmińsko-mazurskie,no-data,2020-05-22 05:59:03,174,1
wielkopolskie,no-data,2020-05-22 05:59:03,1925,143
zachodniopomorskie,no-data,2020-05-22 05:59:03,515,18
