Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-03-26 10:59:03,150,5
kujawsko-pomorskie,no-data,2020-03-26 10:59:03,31,0
lubelskie,no-data,2020-03-26 10:59:03,72,2
lubuskie,no-data,2020-03-26 10:59:03,20,0
łódzkie,no-data,2020-03-26 10:59:03,144,0
małopolskie,no-data,2020-03-26 10:59:03,59,0
mazowieckie,no-data,2020-03-26 10:59:03,251,1
opolskie,no-data,2020-03-26 10:59:03,23,0
podkarpackie,no-data,2020-03-26 10:59:03,44,1
podlaskie,no-data,2020-03-26 10:59:03,10,0
pomorskie,no-data,2020-03-26 10:59:03,25,0
śląskie,no-data,2020-03-26 10:59:03,113,2
świętokrzyskie,no-data,2020-03-26 10:59:03,15,1
warmińsko-mazurskie,no-data,2020-03-26 10:59:03,36,0
wielkopolskie,no-data,2020-03-26 10:59:03,60,2
zachodniopomorskie,no-data,2020-03-26 10:59:03,32,1
