Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-03-21 01:59:02,58,2
kujawsko-pomorskie,no-data,2020-03-21 01:59:02,14,0
lubelskie,no-data,2020-03-21 01:59:02,28,1
lubuskie,no-data,2020-03-21 01:59:02,9,0
łódzkie,no-data,2020-03-21 01:59:02,57,0
małopolskie,no-data,2020-03-21 01:59:02,14,0
mazowieckie,no-data,2020-03-21 01:59:02,107,0
opolskie,no-data,2020-03-21 01:59:02,10,0
podkarpackie,no-data,2020-03-21 01:59:02,19,1
podlaskie,no-data,2020-03-21 01:59:02,3,0
pomorskie,no-data,2020-03-21 01:59:02,10,0
śląskie,no-data,2020-03-21 01:59:02,46,0
świętokrzyskie,no-data,2020-03-21 01:59:02,6,0
warmińsko-mazurskie,no-data,2020-03-21 01:59:02,17,0
wielkopolskie,no-data,2020-03-21 01:59:02,18,1
zachodniopomorskie,no-data,2020-03-21 01:59:02,9,0
