Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-25 05:59:02,2418,96
kujawsko-pomorskie,no-data,2020-05-25 05:59:02,593,45
lubelskie,no-data,2020-05-25 05:59:02,434,15
lubuskie,no-data,2020-05-25 05:59:02,103,0
łódzkie,no-data,2020-05-25 05:59:02,1347,58
małopolskie,no-data,2020-05-25 05:59:02,1176,40
mazowieckie,no-data,2020-05-25 05:59:02,3217,247
opolskie,no-data,2020-05-25 05:59:02,593,45
podkarpackie,no-data,2020-05-25 05:59:02,378,35
podlaskie,no-data,2020-05-25 05:59:02,418,9
pomorskie,no-data,2020-05-25 05:59:02,533,30
śląskie,no-data,2020-05-25 05:59:02,6982,191
świętokrzyskie,no-data,2020-05-25 05:59:02,382,20
warmińsko-mazurskie,no-data,2020-05-25 05:59:02,175,1
wielkopolskie,no-data,2020-05-25 05:59:02,2055,145
zachodniopomorskie,no-data,2020-05-25 05:59:02,522,19
