Voivodeship,County/City,Last Update,Confirmed,Deaths
śląskie,Chorzów,2020-03-13 06:32:56,1,0
śląskie,cieszyński,2020-03-13 06:32:56,3,0
lubelskie,janowski,2020-03-13 06:32:56,2,0
małopolskie,Kraków,2020-03-13 06:32:56,1,0
podkarpackie,leżajski,2020-03-13 06:32:56,3,0
lubelskie,Lublin,2020-03-13 06:32:56,5,0
łódzkie,Łódź,2020-03-13 06:32:56,2,0
dolnośląskie,oleśnicki,2020-03-13 06:32:56,1,0
warmińsko-mazurskie,Olsztyn,2020-03-13 06:32:56,3,0
zachodniopomorskie,policki,2020-03-13 06:32:56,1,0
wielkopolskie,Poznań,2020-03-13 06:32:56,4,1
mazowieckie,pruszkowski,2020-03-13 06:32:56,1,0
śląskie,Rybnik,2020-03-13 06:32:56,5,0
lubuskie,słubicki,2020-03-13 06:32:56,1,0
śląskie,Sosnowiec,2020-03-13 06:32:56,1,0
zachodniopomorskie,stargardzki,2020-03-13 06:32:56,2,0
opolskie,strzelecki,2020-03-13 06:32:56,2,0
warmińsko-mazurskie,szczycieński,2020-03-13 06:32:56,1,0
mazowieckie,Warszawa,2020-03-13 06:32:56,5,0
dolnośląskie,Wrocław,2020-03-13 06:32:56,6,0
śląskie,zawierciański,2020-03-13 06:32:56,1,0
