Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-12 03:59:02,660,22
kujawsko-pomorskie,no-data,2020-04-12 03:59:02,313,7
lubelskie,no-data,2020-04-12 03:59:02,225,10
lubuskie,no-data,2020-04-12 03:59:02,76,0
łódzkie,no-data,2020-04-12 03:59:02,492,7
małopolskie,no-data,2020-04-12 03:59:02,486,10
mazowieckie,no-data,2020-04-12 03:59:02,1629,53
opolskie,no-data,2020-04-12 03:59:02,143,6
podkarpackie,no-data,2020-04-12 03:59:02,220,11
podlaskie,no-data,2020-04-12 03:59:02,195,2
pomorskie,no-data,2020-04-12 03:59:02,163,1
śląskie,no-data,2020-04-12 03:59:02,781,43
świętokrzyskie,no-data,2020-04-12 03:59:02,136,2
warmińsko-mazurskie,no-data,2020-04-12 03:59:02,111,1
wielkopolskie,no-data,2020-04-12 03:59:02,535,31
zachodniopomorskie,no-data,2020-04-12 03:59:02,191,2
