Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-09 13:59:02,560,15
kujawsko-pomorskie,no-data,2020-04-09 13:59:02,280,5
lubelskie,no-data,2020-04-09 13:59:02,202,9
lubuskie,no-data,2020-04-09 13:59:02,68,0
łódzkie,no-data,2020-04-09 13:59:02,400,7
małopolskie,no-data,2020-04-09 13:59:02,420,9
mazowieckie,no-data,2020-04-09 13:59:02,1314,37
opolskie,no-data,2020-04-09 13:59:02,123,5
podkarpackie,no-data,2020-04-09 13:59:02,189,8
podlaskie,no-data,2020-04-09 13:59:02,160,1
pomorskie,no-data,2020-04-09 13:59:02,152,1
śląskie,no-data,2020-04-09 13:59:02,667,38
świętokrzyskie,no-data,2020-04-09 13:59:02,129,2
warmińsko-mazurskie,no-data,2020-04-09 13:59:02,95,1
wielkopolskie,no-data,2020-04-09 13:59:02,412,24
zachodniopomorskie,no-data,2020-04-09 13:59:02,170,2
