Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-03-22 14:59:03,69,2
kujawsko-pomorskie,no-data,2020-03-22 14:59:03,18,0
lubelskie,no-data,2020-03-22 14:59:03,36,1
lubuskie,no-data,2020-03-22 14:59:03,9,0
łódzkie,no-data,2020-03-22 14:59:03,91,0
małopolskie,no-data,2020-03-22 14:59:03,20,0
mazowieckie,no-data,2020-03-22 14:59:03,127,1
opolskie,no-data,2020-03-22 14:59:03,11,0
podkarpackie,no-data,2020-03-22 14:59:03,28,1
podlaskie,no-data,2020-03-22 14:59:03,5,0
pomorskie,no-data,2020-03-22 14:59:03,17,0
śląskie,no-data,2020-03-22 14:59:03,61,0
świętokrzyskie,no-data,2020-03-22 14:59:03,7,0
warmińsko-mazurskie,no-data,2020-03-22 14:59:03,21,0
wielkopolskie,no-data,2020-03-22 14:59:03,31,2
zachodniopomorskie,no-data,2020-03-22 14:59:03,12,0
