Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-03 20:59:02,2 933,149
kujawsko-pomorskie,no-data,2020-07-03 20:59:02,679,49
lubelskie,no-data,2020-07-03 20:59:02,668,18
lubuskie,no-data,2020-07-03 20:59:02,151,0
łódzkie,no-data,2020-07-03 20:59:02,3 210,173
małopolskie,no-data,2020-07-03 20:59:02,1 805,44
mazowieckie,no-data,2020-07-03 20:59:02,5 124,342
opolskie,no-data,2020-07-03 20:59:02,964,51
podkarpackie,no-data,2020-07-03 20:59:02,694,51
podlaskie,no-data,2020-07-03 20:59:02,861,12
pomorskie,no-data,2020-07-03 20:59:02,681,38
śląskie,no-data,2020-07-03 20:59:02,13 083,339
świętokrzyskie,no-data,2020-07-03 20:59:02,822,40
warmińsko-mazurskie,no-data,2020-07-03 20:59:02,267,1
wielkopolskie,no-data,2020-07-03 20:59:02,2 850,178
zachodniopomorskie,no-data,2020-07-03 20:59:02,613,22
