Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-09 23:59:03,2736,122
kujawsko-pomorskie,no-data,2020-06-09 23:59:03,603,47
lubelskie,no-data,2020-06-09 23:59:03,519,16
lubuskie,no-data,2020-06-09 23:59:03,129,0
łódzkie,no-data,2020-06-09 23:59:03,2129,86
małopolskie,no-data,2020-06-09 23:59:03,1432,40
mazowieckie,no-data,2020-06-09 23:59:03,4033,285
opolskie,no-data,2020-06-09 23:59:03,747,49
podkarpackie,no-data,2020-06-09 23:59:03,407,38
podlaskie,no-data,2020-06-09 23:59:03,539,9
pomorskie,no-data,2020-06-09 23:59:03,574,37
śląskie,no-data,2020-06-09 23:59:03,10102,252
świętokrzyskie,no-data,2020-06-09 23:59:03,569,24
warmińsko-mazurskie,no-data,2020-06-09 23:59:03,181,1
wielkopolskie,no-data,2020-06-09 23:59:03,2300,158
zachodniopomorskie,no-data,2020-06-09 23:59:03,560,19
