Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-28 10:59:03,2 910,139
kujawsko-pomorskie,no-data,2020-06-28 10:59:03,669,49
lubelskie,no-data,2020-06-28 10:59:03,642,17
lubuskie,no-data,2020-06-28 10:59:03,149,0
łódzkie,no-data,2020-06-28 10:59:03,3 086,161
małopolskie,no-data,2020-06-28 10:59:03,1 685,44
mazowieckie,no-data,2020-06-28 10:59:03,4 975,326
opolskie,no-data,2020-06-28 10:59:03,932,51
podkarpackie,no-data,2020-06-28 10:59:03,635,50
podlaskie,no-data,2020-06-28 10:59:03,806,10
pomorskie,no-data,2020-06-28 10:59:03,657,38
śląskie,no-data,2020-06-28 10:59:03,12 524,319
świętokrzyskie,no-data,2020-06-28 10:59:03,776,38
warmińsko-mazurskie,no-data,2020-06-28 10:59:03,240,1
wielkopolskie,no-data,2020-06-28 10:59:03,2 612,175
zachodniopomorskie,no-data,2020-06-28 10:59:03,609,20
