Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-12 04:59:02,2 972,150
kujawsko-pomorskie,no-data,2020-07-12 04:59:02,696,49
lubelskie,no-data,2020-07-12 04:59:02,774,20
lubuskie,no-data,2020-07-12 04:59:02,186,0
łódzkie,no-data,2020-07-12 04:59:02,3 391,187
małopolskie,no-data,2020-07-12 04:59:02,2 019,45
mazowieckie,no-data,2020-07-12 04:59:02,5 369,352
opolskie,no-data,2020-07-12 04:59:02,1 003,53
podkarpackie,no-data,2020-07-12 04:59:02,850,55
podlaskie,no-data,2020-07-12 04:59:02,899,16
pomorskie,no-data,2020-07-12 04:59:02,706,38
śląskie,no-data,2020-07-12 04:59:02,13 748,355
świętokrzyskie,no-data,2020-07-12 04:59:02,855,41
warmińsko-mazurskie,no-data,2020-07-12 04:59:02,282,1
wielkopolskie,no-data,2020-07-12 04:59:02,3 136,183
zachodniopomorskie,no-data,2020-07-12 04:59:02,635,23
