Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-31 13:59:03,3 258,155
kujawsko-pomorskie,no-data,2020-07-31 13:59:03,790,50
lubelskie,no-data,2020-07-31 13:59:03,976,21
lubuskie,no-data,2020-07-31 13:59:03,401,10
łódzkie,no-data,2020-07-31 13:59:03,3 980,206
małopolskie,no-data,2020-07-31 13:59:03,3 535,64
mazowieckie,no-data,2020-07-31 13:59:03,6 423,377
opolskie,no-data,2020-07-31 13:59:03,1 182,55
podkarpackie,no-data,2020-07-31 13:59:03,1 303,60
podlaskie,no-data,2020-07-31 13:59:03,975,21
pomorskie,no-data,2020-07-31 13:59:03,902,39
śląskie,no-data,2020-07-31 13:59:03,16 167,390
świętokrzyskie,no-data,2020-07-31 13:59:03,968,45
warmińsko-mazurskie,no-data,2020-07-31 13:59:03,362,2
wielkopolskie,no-data,2020-07-31 13:59:03,3 741,198
zachodniopomorskie,no-data,2020-07-31 13:59:03,726,23
