Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-17 03:59:03,3 017,152
kujawsko-pomorskie,no-data,2020-07-17 03:59:03,713,49
lubelskie,no-data,2020-07-17 03:59:03,849,20
lubuskie,no-data,2020-07-17 03:59:03,261,1
łódzkie,no-data,2020-07-17 03:59:03,3 526,190
małopolskie,no-data,2020-07-17 03:59:03,2 233,47
mazowieckie,no-data,2020-07-17 03:59:03,5 536,359
opolskie,no-data,2020-07-17 03:59:03,1019,54
podkarpackie,no-data,2020-07-17 03:59:03,1015,55
podlaskie,no-data,2020-07-17 03:59:03,904,16
pomorskie,no-data,2020-07-17 03:59:03,718,38
śląskie,no-data,2020-07-17 03:59:03,14 121,369
świętokrzyskie,no-data,2020-07-17 03:59:03,869,44
warmińsko-mazurskie,no-data,2020-07-17 03:59:03,286,1
wielkopolskie,no-data,2020-07-17 03:59:03,3 342,187
zachodniopomorskie,no-data,2020-07-17 03:59:03,645,23
