Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-17 02:59:02,819,28
kujawsko-pomorskie,no-data,2020-04-17 02:59:02,367,13
lubelskie,no-data,2020-04-17 02:59:02,279,10
lubuskie,no-data,2020-04-17 02:59:02,81,0
łódzkie,no-data,2020-04-17 02:59:02,590,9
małopolskie,no-data,2020-04-17 02:59:02,575,15
mazowieckie,no-data,2020-04-17 02:59:02,1846,95
opolskie,no-data,2020-04-17 02:59:02,230,10
podkarpackie,no-data,2020-04-17 02:59:02,246,15
podlaskie,no-data,2020-04-17 02:59:02,278,3
pomorskie,no-data,2020-04-17 02:59:02,181,2
śląskie,no-data,2020-04-17 02:59:02,1070,63
świętokrzyskie,no-data,2020-04-17 02:59:02,175,3
warmińsko-mazurskie,no-data,2020-04-17 02:59:02,129,1
wielkopolskie,no-data,2020-04-17 02:59:02,829,45
zachodniopomorskie,no-data,2020-04-17 02:59:02,223,2
