Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-19 04:59:02,949,30
kujawsko-pomorskie,no-data,2020-04-19 04:59:02,398,16
lubelskie,no-data,2020-04-19 04:59:02,293,10
lubuskie,no-data,2020-04-19 04:59:02,81,0
łódzkie,no-data,2020-04-19 04:59:02,640,10
małopolskie,no-data,2020-04-19 04:59:02,630,16
mazowieckie,no-data,2020-04-19 04:59:02,1936,107
opolskie,no-data,2020-04-19 04:59:02,271,13
podkarpackie,no-data,2020-04-19 04:59:02,259,15
podlaskie,no-data,2020-04-19 04:59:02,316,3
pomorskie,no-data,2020-04-19 04:59:02,207,2
śląskie,no-data,2020-04-19 04:59:02,1273,69
świętokrzyskie,no-data,2020-04-19 04:59:02,203,4
warmińsko-mazurskie,no-data,2020-04-19 04:59:02,139,1
wielkopolskie,no-data,2020-04-19 04:59:02,898,49
zachodniopomorskie,no-data,2020-04-19 04:59:02,249,2
