Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-14 04:59:02,709,24
kujawsko-pomorskie,no-data,2020-04-14 04:59:02,345,7
lubelskie,no-data,2020-04-14 04:59:02,240,10
lubuskie,no-data,2020-04-14 04:59:02,78,0
łódzkie,no-data,2020-04-14 04:59:02,551,7
małopolskie,no-data,2020-04-14 04:59:02,519,12
mazowieckie,no-data,2020-04-14 04:59:02,1688,70
opolskie,no-data,2020-04-14 04:59:02,171,7
podkarpackie,no-data,2020-04-14 04:59:02,225,13
podlaskie,no-data,2020-04-14 04:59:02,238,2
pomorskie,no-data,2020-04-14 04:59:02,175,1
śląskie,no-data,2020-04-14 04:59:02,879,47
świętokrzyskie,no-data,2020-04-14 04:59:02,141,2
warmińsko-mazurskie,no-data,2020-04-14 04:59:02,122,1
wielkopolskie,no-data,2020-04-14 04:59:02,650,40
zachodniopomorskie,no-data,2020-04-14 04:59:02,203,2
