Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-14 12:59:02,2 983,151
kujawsko-pomorskie,no-data,2020-07-14 12:59:02,702,49
lubelskie,no-data,2020-07-14 12:59:02,834,20
lubuskie,no-data,2020-07-14 12:59:02,245,0
łódzkie,no-data,2020-07-14 12:59:02,3 457,189
małopolskie,no-data,2020-07-14 12:59:02,2 130,46
mazowieckie,no-data,2020-07-14 12:59:02,5 477,353
opolskie,no-data,2020-07-14 12:59:02,1012,54
podkarpackie,no-data,2020-07-14 12:59:02,970,55
podlaskie,no-data,2020-07-14 12:59:02,903,16
pomorskie,no-data,2020-07-14 12:59:02,715,38
śląskie,no-data,2020-07-14 12:59:02,13 942,365
świętokrzyskie,no-data,2020-07-14 12:59:02,863,42
warmińsko-mazurskie,no-data,2020-07-14 12:59:02,284,1
wielkopolskie,no-data,2020-07-14 12:59:02,3 302,186
zachodniopomorskie,no-data,2020-07-14 12:59:02,638,23
