Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-28 05:59:02,2512,101
kujawsko-pomorskie,no-data,2020-05-28 05:59:02,595,46
lubelskie,no-data,2020-05-28 05:59:02,471,15
lubuskie,no-data,2020-05-28 05:59:02,111,0
łódzkie,no-data,2020-05-28 05:59:02,1412,63
małopolskie,no-data,2020-05-28 05:59:02,1181,40
mazowieckie,no-data,2020-05-28 05:59:02,3396,256
opolskie,no-data,2020-05-28 05:59:02,610,47
podkarpackie,no-data,2020-05-28 05:59:02,378,35
podlaskie,no-data,2020-05-28 05:59:02,439,9
pomorskie,no-data,2020-05-28 05:59:02,546,33
śląskie,no-data,2020-05-28 05:59:02,7590,195
świętokrzyskie,no-data,2020-05-28 05:59:02,408,21
warmińsko-mazurskie,no-data,2020-05-28 05:59:02,179,1
wielkopolskie,no-data,2020-05-28 05:59:02,2118,147
zachodniopomorskie,no-data,2020-05-28 05:59:02,527,19
