Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-15 08:59:03,2 983,151
kujawsko-pomorskie,no-data,2020-07-15 08:59:03,702,49
lubelskie,no-data,2020-07-15 08:59:03,834,20
lubuskie,no-data,2020-07-15 08:59:03,245,0
łódzkie,no-data,2020-07-15 08:59:03,3 457,189
małopolskie,no-data,2020-07-15 08:59:03,2 130,46
mazowieckie,no-data,2020-07-15 08:59:03,5 477,353
opolskie,no-data,2020-07-15 08:59:03,1012,54
podkarpackie,no-data,2020-07-15 08:59:03,970,55
podlaskie,no-data,2020-07-15 08:59:03,903,16
pomorskie,no-data,2020-07-15 08:59:03,715,38
śląskie,no-data,2020-07-15 08:59:03,13 942,365
świętokrzyskie,no-data,2020-07-15 08:59:03,863,42
warmińsko-mazurskie,no-data,2020-07-15 08:59:03,284,1
wielkopolskie,no-data,2020-07-15 08:59:03,3 302,186
zachodniopomorskie,no-data,2020-07-15 08:59:03,638,23
