Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-04 03:59:02,2649,112
kujawsko-pomorskie,no-data,2020-06-04 03:59:02,595,47
lubelskie,no-data,2020-06-04 03:59:02,503,15
lubuskie,no-data,2020-06-04 03:59:02,122,0
łódzkie,no-data,2020-06-04 03:59:02,1667,73
małopolskie,no-data,2020-06-04 03:59:02,1257,40
mazowieckie,no-data,2020-06-04 03:59:02,3688,279
opolskie,no-data,2020-06-04 03:59:02,685,49
podkarpackie,no-data,2020-06-04 03:59:02,388,36
podlaskie,no-data,2020-06-04 03:59:02,473,9
pomorskie,no-data,2020-06-04 03:59:02,559,35
śląskie,no-data,2020-06-04 03:59:02,8666,224
świętokrzyskie,no-data,2020-06-04 03:59:02,502,22
warmińsko-mazurskie,no-data,2020-06-04 03:59:02,179,1
wielkopolskie,no-data,2020-06-04 03:59:02,2206,154
zachodniopomorskie,no-data,2020-06-04 03:59:02,548,19
