Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-06 20:59:02,2 941,149
kujawsko-pomorskie,no-data,2020-07-06 20:59:02,684,49
lubelskie,no-data,2020-07-06 20:59:02,718,18
lubuskie,no-data,2020-07-06 20:59:02,152,0
łódzkie,no-data,2020-07-06 20:59:02,3 278,176
małopolskie,no-data,2020-07-06 20:59:02,1 863,44
mazowieckie,no-data,2020-07-06 20:59:02,5 208,346
opolskie,no-data,2020-07-06 20:59:02,973,51
podkarpackie,no-data,2020-07-06 20:59:02,774,55
podlaskie,no-data,2020-07-06 20:59:02,880,12
pomorskie,no-data,2020-07-06 20:59:02,688,38
śląskie,no-data,2020-07-06 20:59:02,13 312,342
świętokrzyskie,no-data,2020-07-06 20:59:02,839,40
warmińsko-mazurskie,no-data,2020-07-06 20:59:02,274,1
wielkopolskie,no-data,2020-07-06 20:59:02,2 950,178
zachodniopomorskie,no-data,2020-07-06 20:59:02,621,22
