Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-24 09:59:02,2399,96
kujawsko-pomorskie,no-data,2020-05-24 09:59:02,592,45
lubelskie,no-data,2020-05-24 09:59:02,421,15
lubuskie,no-data,2020-05-24 09:59:02,99,0
łódzkie,no-data,2020-05-24 09:59:02,1324,58
małopolskie,no-data,2020-05-24 09:59:02,1171,40
mazowieckie,no-data,2020-05-24 09:59:02,3197,247
opolskie,no-data,2020-05-24 09:59:02,590,44
podkarpackie,no-data,2020-05-24 09:59:02,377,35
podlaskie,no-data,2020-05-24 09:59:02,414,9
pomorskie,no-data,2020-05-24 09:59:02,527,30
śląskie,no-data,2020-05-24 09:59:02,6797,189
świętokrzyskie,no-data,2020-05-24 09:59:02,374,20
warmińsko-mazurskie,no-data,2020-05-24 09:59:02,175,1
wielkopolskie,no-data,2020-05-24 09:59:02,1953,145
zachodniopomorskie,no-data,2020-05-24 09:59:02,521,19
