Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-02 15:59:02,1620,49
kujawsko-pomorskie,no-data,2020-05-02 15:59:02,554,29
lubelskie,no-data,2020-05-02 15:59:02,367,13
lubuskie,no-data,2020-05-02 15:59:02,87,0
łódzkie,no-data,2020-05-02 15:59:02,1006,34
małopolskie,no-data,2020-05-02 15:59:02,934,31
mazowieckie,no-data,2020-05-02 15:59:02,2477,207
opolskie,no-data,2020-05-02 15:59:02,407,28
podkarpackie,no-data,2020-05-02 15:59:02,341,23
podlaskie,no-data,2020-05-02 15:59:02,377,5
pomorskie,no-data,2020-05-02 15:59:02,440,14
śląskie,no-data,2020-05-02 15:59:02,2446,122
świętokrzyskie,no-data,2020-05-02 15:59:02,271,8
warmińsko-mazurskie,no-data,2020-05-02 15:59:02,148,1
wielkopolskie,no-data,2020-05-02 15:59:02,1494,90
zachodniopomorskie,no-data,2020-05-02 15:59:02,406,10
