Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-24 05:59:02,2 867,137
kujawsko-pomorskie,no-data,2020-06-24 05:59:02,652,49
lubelskie,no-data,2020-06-24 05:59:02,610,17
lubuskie,no-data,2020-06-24 05:59:02,145,0
łódzkie,no-data,2020-06-24 05:59:02,2 918,145
małopolskie,no-data,2020-06-24 05:59:02,1 624,44
mazowieckie,no-data,2020-06-24 05:59:02,4 799,318
opolskie,no-data,2020-06-24 05:59:02,857,50
podkarpackie,no-data,2020-06-24 05:59:02,565,48
podlaskie,no-data,2020-06-24 05:59:02,736,10
pomorskie,no-data,2020-06-24 05:59:02,636,38
śląskie,no-data,2020-06-24 05:59:02,12 084,294
świętokrzyskie,no-data,2020-06-24 05:59:02,721,34
warmińsko-mazurskie,no-data,2020-06-24 05:59:02,213,1
wielkopolskie,no-data,2020-06-24 05:59:02,2 501,170
zachodniopomorskie,no-data,2020-06-24 05:59:02,599,20
