Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-11 08:59:02,2739,124
kujawsko-pomorskie,no-data,2020-06-11 08:59:02,606,47
lubelskie,no-data,2020-06-11 08:59:02,520,16
lubuskie,no-data,2020-06-11 08:59:02,129,0
łódzkie,no-data,2020-06-11 08:59:02,2167,93
małopolskie,no-data,2020-06-11 08:59:02,1452,40
mazowieckie,no-data,2020-06-11 08:59:02,4033,294
opolskie,no-data,2020-06-11 08:59:02,760,49
podkarpackie,no-data,2020-06-11 08:59:02,412,38
podlaskie,no-data,2020-06-11 08:59:02,550,9
pomorskie,no-data,2020-06-11 08:59:02,579,37
śląskie,no-data,2020-06-11 08:59:02,10178,253
świętokrzyskie,no-data,2020-06-11 08:59:02,580,25
warmińsko-mazurskie,no-data,2020-06-11 08:59:02,181,1
wielkopolskie,no-data,2020-06-11 08:59:02,2306,161
zachodniopomorskie,no-data,2020-06-11 08:59:02,565,19
