Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-23 12:59:02,2378,96
kujawsko-pomorskie,no-data,2020-05-23 12:59:02,591,45
lubelskie,no-data,2020-05-23 12:59:02,421,15
lubuskie,no-data,2020-05-23 12:59:02,99,0
łódzkie,no-data,2020-05-23 12:59:02,1316,58
małopolskie,no-data,2020-05-23 12:59:02,1170,40
mazowieckie,no-data,2020-05-23 12:59:02,3157,247
opolskie,no-data,2020-05-23 12:59:02,590,44
podkarpackie,no-data,2020-05-23 12:59:02,376,35
podlaskie,no-data,2020-05-23 12:59:02,412,9
pomorskie,no-data,2020-05-23 12:59:02,525,29
śląskie,no-data,2020-05-23 12:59:02,6780,187
świętokrzyskie,no-data,2020-05-23 12:59:02,374,20
warmińsko-mazurskie,no-data,2020-05-23 12:59:02,175,1
wielkopolskie,no-data,2020-05-23 12:59:02,1953,145
zachodniopomorskie,no-data,2020-05-23 12:59:02,521,19
