Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-20 22:59:03,3 073,152
kujawsko-pomorskie,no-data,2020-07-20 22:59:03,724,49
lubelskie,no-data,2020-07-20 22:59:03,882,20
lubuskie,no-data,2020-07-20 22:59:03,319,1
łódzkie,no-data,2020-07-20 22:59:03,3 630,193
małopolskie,no-data,2020-07-20 22:59:03,2 534,49
mazowieckie,no-data,2020-07-20 22:59:03,5 704,365
opolskie,no-data,2020-07-20 22:59:03,1040,54
podkarpackie,no-data,2020-07-20 22:59:03,1097,56
podlaskie,no-data,2020-07-20 22:59:03,915,16
pomorskie,no-data,2020-07-20 22:59:03,746,39
śląskie,no-data,2020-07-20 22:59:03,14 418,373
świętokrzyskie,no-data,2020-07-20 22:59:03,890,45
warmińsko-mazurskie,no-data,2020-07-20 22:59:03,298,2
wielkopolskie,no-data,2020-07-20 22:59:03,3 453,190
zachodniopomorskie,no-data,2020-07-20 22:59:03,660,23
