Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-02 21:59:02,2 930,149
kujawsko-pomorskie,no-data,2020-07-02 21:59:02,678,49
lubelskie,no-data,2020-07-02 21:59:02,664,18
lubuskie,no-data,2020-07-02 21:59:02,151,0
łódzkie,no-data,2020-07-02 21:59:02,3 186,169
małopolskie,no-data,2020-07-02 21:59:02,1 792,44
mazowieckie,no-data,2020-07-02 21:59:02,5 088,339
opolskie,no-data,2020-07-02 21:59:02,955,51
podkarpackie,no-data,2020-07-02 21:59:02,682,51
podlaskie,no-data,2020-07-02 21:59:02,854,10
pomorskie,no-data,2020-07-02 21:59:02,677,38
śląskie,no-data,2020-07-02 21:59:02,13 003,334
świętokrzyskie,no-data,2020-07-02 21:59:02,809,40
warmińsko-mazurskie,no-data,2020-07-02 21:59:02,262,1
wielkopolskie,no-data,2020-07-02 21:59:02,2 804,177
zachodniopomorskie,no-data,2020-07-02 21:59:02,611,22
