Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-06 17:59:03,2693,117
kujawsko-pomorskie,no-data,2020-06-06 17:59:03,601,47
lubelskie,no-data,2020-06-06 17:59:03,508,15
lubuskie,no-data,2020-06-06 17:59:03,124,0
łódzkie,no-data,2020-06-06 17:59:03,1826,76
małopolskie,no-data,2020-06-06 17:59:03,1317,40
mazowieckie,no-data,2020-06-06 17:59:03,3796,281
opolskie,no-data,2020-06-06 17:59:03,715,49
podkarpackie,no-data,2020-06-06 17:59:03,388,37
podlaskie,no-data,2020-06-06 17:59:03,496,9
pomorskie,no-data,2020-06-06 17:59:03,567,36
śląskie,no-data,2020-06-06 17:59:03,9158,238
świętokrzyskie,no-data,2020-06-06 17:59:03,515,22
warmińsko-mazurskie,no-data,2020-06-06 17:59:03,180,1
wielkopolskie,no-data,2020-06-06 17:59:03,2232,156
zachodniopomorskie,no-data,2020-06-06 17:59:03,553,19
