Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-30 16:59:03,1526,47
kujawsko-pomorskie,no-data,2020-04-30 16:59:03,544,28
lubelskie,no-data,2020-04-30 16:59:03,360,13
lubuskie,no-data,2020-04-30 16:59:03,87,0
łódzkie,no-data,2020-04-30 16:59:03,936,27
małopolskie,no-data,2020-04-30 16:59:03,878,30
mazowieckie,no-data,2020-04-30 16:59:03,2427,198
opolskie,no-data,2020-04-30 16:59:03,394,28
podkarpackie,no-data,2020-04-30 16:59:03,328,23
podlaskie,no-data,2020-04-30 16:59:03,373,3
pomorskie,no-data,2020-04-30 16:59:03,428,10
śląskie,no-data,2020-04-30 16:59:03,2260,116
świętokrzyskie,no-data,2020-04-30 16:59:03,269,8
warmińsko-mazurskie,no-data,2020-04-30 16:59:03,148,1
wielkopolskie,no-data,2020-04-30 16:59:03,1436,86
zachodniopomorskie,no-data,2020-04-30 16:59:03,387,10
