Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-16 13:59:03,783,25
kujawsko-pomorskie,no-data,2020-04-16 13:59:03,367,12
lubelskie,no-data,2020-04-16 13:59:03,279,10
lubuskie,no-data,2020-04-16 13:59:03,81,0
łódzkie,no-data,2020-04-16 13:59:03,572,9
małopolskie,no-data,2020-04-16 13:59:03,571,15
mazowieckie,no-data,2020-04-16 13:59:03,1792,83
opolskie,no-data,2020-04-16 13:59:03,228,9
podkarpackie,no-data,2020-04-16 13:59:03,245,15
podlaskie,no-data,2020-04-16 13:59:03,273,3
pomorskie,no-data,2020-04-16 13:59:03,181,2
śląskie,no-data,2020-04-16 13:59:03,1050,60
świętokrzyskie,no-data,2020-04-16 13:59:03,173,3
warmińsko-mazurskie,no-data,2020-04-16 13:59:03,125,1
wielkopolskie,no-data,2020-04-16 13:59:03,828,43
zachodniopomorskie,no-data,2020-04-16 13:59:03,223,2
