Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-24 22:59:02,3 130,152
kujawsko-pomorskie,no-data,2020-07-24 22:59:02,736,50
lubelskie,no-data,2020-07-24 22:59:02,899,20
lubuskie,no-data,2020-07-24 22:59:02,350,6
łódzkie,no-data,2020-07-24 22:59:02,3 752,201
małopolskie,no-data,2020-07-24 22:59:02,2 820,49
mazowieckie,no-data,2020-07-24 22:59:02,5 945,370
opolskie,no-data,2020-07-24 22:59:02,1093,54
podkarpackie,no-data,2020-07-24 22:59:02,1149,57
podlaskie,no-data,2020-07-24 22:59:02,929,16
pomorskie,no-data,2020-07-24 22:59:02,787,39
śląskie,no-data,2020-07-24 22:59:02,14 965,380
świętokrzyskie,no-data,2020-07-24 22:59:02,938,45
warmińsko-mazurskie,no-data,2020-07-24 22:59:02,332,2
wielkopolskie,no-data,2020-07-24 22:59:02,3 526,191
zachodniopomorskie,no-data,2020-07-24 22:59:02,687,23
