Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-03 05:59:03,1620,49
kujawsko-pomorskie,no-data,2020-05-03 05:59:03,554,29
lubelskie,no-data,2020-05-03 05:59:03,367,13
lubuskie,no-data,2020-05-03 05:59:03,87,0
łódzkie,no-data,2020-05-03 05:59:03,1006,34
małopolskie,no-data,2020-05-03 05:59:03,934,31
mazowieckie,no-data,2020-05-03 05:59:03,2477,207
opolskie,no-data,2020-05-03 05:59:03,407,28
podkarpackie,no-data,2020-05-03 05:59:03,341,23
podlaskie,no-data,2020-05-03 05:59:03,377,5
pomorskie,no-data,2020-05-03 05:59:03,440,14
śląskie,no-data,2020-05-03 05:59:03,2446,122
świętokrzyskie,no-data,2020-05-03 05:59:03,271,8
warmińsko-mazurskie,no-data,2020-05-03 05:59:03,148,1
wielkopolskie,no-data,2020-05-03 05:59:03,1494,90
zachodniopomorskie,no-data,2020-05-03 05:59:03,406,10
