Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-20 13:59:03,1065,30
kujawsko-pomorskie,no-data,2020-04-20 13:59:03,421,16
lubelskie,no-data,2020-04-20 13:59:03,311,10
lubuskie,no-data,2020-04-20 13:59:03,81,0
łódzkie,no-data,2020-04-20 13:59:03,660,10
małopolskie,no-data,2020-04-20 13:59:03,672,17
mazowieckie,no-data,2020-04-20 13:59:03,1992,108
opolskie,no-data,2020-04-20 13:59:03,292,14
podkarpackie,no-data,2020-04-20 13:59:03,263,16
podlaskie,no-data,2020-04-20 13:59:03,324,3
pomorskie,no-data,2020-04-20 13:59:03,211,2
śląskie,no-data,2020-04-20 13:59:03,1496,74
świętokrzyskie,no-data,2020-04-20 13:59:03,214,4
warmińsko-mazurskie,no-data,2020-04-20 13:59:03,143,1
wielkopolskie,no-data,2020-04-20 13:59:03,1034,53
zachodniopomorskie,no-data,2020-04-20 13:59:03,274,4
