Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-13 05:59:02,697,23
kujawsko-pomorskie,no-data,2020-04-13 05:59:02,336,7
lubelskie,no-data,2020-04-13 05:59:02,234,10
lubuskie,no-data,2020-04-13 05:59:02,78,0
łódzkie,no-data,2020-04-13 05:59:02,529,7
małopolskie,no-data,2020-04-13 05:59:02,505,11
mazowieckie,no-data,2020-04-13 05:59:02,1664,69
opolskie,no-data,2020-04-13 05:59:02,151,7
podkarpackie,no-data,2020-04-13 05:59:02,221,11
podlaskie,no-data,2020-04-13 05:59:02,222,2
pomorskie,no-data,2020-04-13 05:59:02,171,1
śląskie,no-data,2020-04-13 05:59:02,846,44
świętokrzyskie,no-data,2020-04-13 05:59:02,141,2
warmińsko-mazurskie,no-data,2020-04-13 05:59:02,122,1
wielkopolskie,no-data,2020-04-13 05:59:02,564,35
zachodniopomorskie,no-data,2020-04-13 05:59:02,193,2
