Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-17 15:59:02,2164,89
kujawsko-pomorskie,no-data,2020-05-17 15:59:02,582,42
lubelskie,no-data,2020-05-17 15:59:02,402,14
lubuskie,no-data,2020-05-17 15:59:02,92,0
łódzkie,no-data,2020-05-17 15:59:02,1234,48
małopolskie,no-data,2020-05-17 15:59:02,1127,38
mazowieckie,no-data,2020-05-17 15:59:02,2949,231
opolskie,no-data,2020-05-17 15:59:02,543,39
podkarpackie,no-data,2020-05-17 15:59:02,374,31
podlaskie,no-data,2020-05-17 15:59:02,388,8
pomorskie,no-data,2020-05-17 15:59:02,502,28
śląskie,no-data,2020-05-17 15:59:02,5251,176
świętokrzyskie,no-data,2020-05-17 15:59:02,341,17
warmińsko-mazurskie,no-data,2020-05-17 15:59:02,170,1
wielkopolskie,no-data,2020-05-17 15:59:02,1782,139
zachodniopomorskie,no-data,2020-05-17 15:59:02,493,18
