Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-27 09:59:02,2 902,139
kujawsko-pomorskie,no-data,2020-06-27 09:59:02,661,49
lubelskie,no-data,2020-06-27 09:59:02,622,17
lubuskie,no-data,2020-06-27 09:59:02,147,0
łódzkie,no-data,2020-06-27 09:59:02,3 011,160
małopolskie,no-data,2020-06-27 09:59:02,1 657,44
mazowieckie,no-data,2020-06-27 09:59:02,4 902,326
opolskie,no-data,2020-06-27 09:59:02,892,50
podkarpackie,no-data,2020-06-27 09:59:02,603,50
podlaskie,no-data,2020-06-27 09:59:02,778,10
pomorskie,no-data,2020-06-27 09:59:02,649,38
śląskie,no-data,2020-06-27 09:59:02,12 413,317
świętokrzyskie,no-data,2020-06-27 09:59:02,752,36
warmińsko-mazurskie,no-data,2020-06-27 09:59:02,236,1
wielkopolskie,no-data,2020-06-27 09:59:02,2 562,172
zachodniopomorskie,no-data,2020-06-27 09:59:02,608,20
