Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-08-03 14:59:02,3 306,155
kujawsko-pomorskie,no-data,2020-08-03 14:59:02,819,50
lubelskie,no-data,2020-08-03 14:59:02,1014,21
lubuskie,no-data,2020-08-03 14:59:02,432,10
łódzkie,no-data,2020-08-03 14:59:02,4 055,207
małopolskie,no-data,2020-08-03 14:59:02,3 846,70
mazowieckie,no-data,2020-08-03 14:59:02,6 636,377
opolskie,no-data,2020-08-03 14:59:02,1 207,57
podkarpackie,no-data,2020-08-03 14:59:02,1 394,60
podlaskie,no-data,2020-08-03 14:59:02,998,22
pomorskie,no-data,2020-08-03 14:59:02,963,39
śląskie,no-data,2020-08-03 14:59:02,16 718,395
świętokrzyskie,no-data,2020-08-03 14:59:02,985,45
warmińsko-mazurskie,no-data,2020-08-03 14:59:02,385,2
wielkopolskie,no-data,2020-08-03 14:59:02,3 950,199
zachodniopomorskie,no-data,2020-08-03 14:59:02,761,23
