Voivodeship,County/City,Last Update,Confirmed,Deaths
Śląskie,Cieszyn,2020-03-10 17:55:56,2,0
Lubuskie,Słubice,2020-03-10 17:55:56,1,0
Warmińsko-mazurskie,Olsztyn,2020-03-10 17:55:56,1,0
Warmińsko-mazurskie,Szczytno,2020-03-10 17:55:56,1,0
Zachodniopomorskie,Stargard,2020-03-10 17:55:56,2,0
Dolnośląskie,Wrocław,2020-03-10 17:55:56,3,0
Wielkopolskie,Poznań,2020-03-10 17:55:56,1,0
Śląskie,Rybnik,2020-03-10 17:55:56,5,0
Małopolskie,Kraków,2020-03-10 17:55:56,1,0
Mazowieckie,Warszawa,2020-03-10 17:55:56,2,0
