Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-27 12:59:02,1369,41
kujawsko-pomorskie,no-data,2020-04-27 12:59:02,483,26
lubelskie,no-data,2020-04-27 12:59:02,353,12
lubuskie,no-data,2020-04-27 12:59:02,87,0
łódzkie,no-data,2020-04-27 12:59:02,855,21
małopolskie,no-data,2020-04-27 12:59:02,833,27
mazowieckie,no-data,2020-04-27 12:59:02,2348,174
opolskie,no-data,2020-04-27 12:59:02,370,24
podkarpackie,no-data,2020-04-27 12:59:02,313,17
podlaskie,no-data,2020-04-27 12:59:02,365,3
pomorskie,no-data,2020-04-27 12:59:02,351,3
śląskie,no-data,2020-04-27 12:59:02,1918,97
świętokrzyskie,no-data,2020-04-27 12:59:02,261,7
warmińsko-mazurskie,no-data,2020-04-27 12:59:02,146,1
wielkopolskie,no-data,2020-04-27 12:59:02,1341,77
zachodniopomorskie,no-data,2020-04-27 12:59:02,368,9
