Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-19 10:59:02,2 825,133
kujawsko-pomorskie,no-data,2020-06-19 10:59:02,641,49
lubelskie,no-data,2020-06-19 10:59:02,561,16
lubuskie,no-data,2020-06-19 10:59:02,149,0
łódzkie,no-data,2020-06-19 10:59:02,2 680,130
małopolskie,no-data,2020-06-19 10:59:02,1 564,41
mazowieckie,no-data,2020-06-19 10:59:02,4 551,310
opolskie,no-data,2020-06-19 10:59:02,824,50
podkarpackie,no-data,2020-06-19 10:59:02,516,42
podlaskie,no-data,2020-06-19 10:59:02,659,9
pomorskie,no-data,2020-06-19 10:59:02,599,38
śląskie,no-data,2020-06-19 10:59:02,11 543,281
świętokrzyskie,no-data,2020-06-19 10:59:02,676,30
warmińsko-mazurskie,no-data,2020-06-19 10:59:02,207,1
wielkopolskie,no-data,2020-06-19 10:59:02,2 429,166
zachodniopomorskie,no-data,2020-06-19 10:59:02,591,20
