Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-08-01 18:59:03,3 273,155
kujawsko-pomorskie,no-data,2020-08-01 18:59:03,801,50
lubelskie,no-data,2020-08-01 18:59:03,994,21
lubuskie,no-data,2020-08-01 18:59:03,410,10
łódzkie,no-data,2020-08-01 18:59:03,4 022,206
małopolskie,no-data,2020-08-01 18:59:03,3 692,64
mazowieckie,no-data,2020-08-01 18:59:03,6 483,377
opolskie,no-data,2020-08-01 18:59:03,1 188,56
podkarpackie,no-data,2020-08-01 18:59:03,1 329,60
podlaskie,no-data,2020-08-01 18:59:03,979,21
pomorskie,no-data,2020-08-01 18:59:03,919,39
śląskie,no-data,2020-08-01 18:59:03,16 381,394
świętokrzyskie,no-data,2020-08-01 18:59:03,975,45
warmińsko-mazurskie,no-data,2020-08-01 18:59:03,379,2
wielkopolskie,no-data,2020-08-01 18:59:03,3 780,198
zachodniopomorskie,no-data,2020-08-01 18:59:03,741,23
