Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-15 03:59:03,723,25
kujawsko-pomorskie,no-data,2020-04-15 03:59:03,352,9
lubelskie,no-data,2020-04-15 03:59:03,245,10
lubuskie,no-data,2020-04-15 03:59:03,79,0
łódzkie,no-data,2020-04-15 03:59:03,567,8
małopolskie,no-data,2020-04-15 03:59:03,537,13
mazowieckie,no-data,2020-04-15 03:59:03,1715,75
opolskie,no-data,2020-04-15 03:59:03,206,7
podkarpackie,no-data,2020-04-15 03:59:03,234,13
podlaskie,no-data,2020-04-15 03:59:03,256,2
pomorskie,no-data,2020-04-15 03:59:03,175,1
śląskie,no-data,2020-04-15 03:59:03,943,52
świętokrzyskie,no-data,2020-04-15 03:59:03,154,2
warmińsko-mazurskie,no-data,2020-04-15 03:59:03,122,1
wielkopolskie,no-data,2020-04-15 03:59:03,683,43
zachodniopomorskie,no-data,2020-04-15 03:59:03,211,2
