Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-26 22:59:03,1341,41
kujawsko-pomorskie,no-data,2020-04-26 22:59:03,478,26
lubelskie,no-data,2020-04-26 22:59:03,351,12
lubuskie,no-data,2020-04-26 22:59:03,87,0
łódzkie,no-data,2020-04-26 22:59:03,855,21
małopolskie,no-data,2020-04-26 22:59:03,821,27
mazowieckie,no-data,2020-04-26 22:59:03,2348,174
opolskie,no-data,2020-04-26 22:59:03,363,24
podkarpackie,no-data,2020-04-26 22:59:03,313,16
podlaskie,no-data,2020-04-26 22:59:03,361,3
pomorskie,no-data,2020-04-26 22:59:03,346,3
śląskie,no-data,2020-04-26 22:59:03,1887,94
świętokrzyskie,no-data,2020-04-26 22:59:03,258,7
warmińsko-mazurskie,no-data,2020-04-26 22:59:03,146,1
wielkopolskie,no-data,2020-04-26 22:59:03,1307,77
zachodniopomorskie,no-data,2020-04-26 22:59:03,355,9
