Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-04-25 08:59:03,1235,37
kujawsko-pomorskie,no-data,2020-04-25 08:59:03,471,24
lubelskie,no-data,2020-04-25 08:59:03,342,10
lubuskie,no-data,2020-04-25 08:59:03,85,0
łódzkie,no-data,2020-04-25 08:59:03,813,20
małopolskie,no-data,2020-04-25 08:59:03,788,25
mazowieckie,no-data,2020-04-25 08:59:03,2206,160
opolskie,no-data,2020-04-25 08:59:03,345,21
podkarpackie,no-data,2020-04-25 08:59:03,288,16
podlaskie,no-data,2020-04-25 08:59:03,344,4
pomorskie,no-data,2020-04-25 08:59:03,257,3
śląskie,no-data,2020-04-25 08:59:03,1746,89
świętokrzyskie,no-data,2020-04-25 08:59:03,254,6
warmińsko-mazurskie,no-data,2020-04-25 08:59:03,146,1
wielkopolskie,no-data,2020-04-25 08:59:03,1236,72
zachodniopomorskie,no-data,2020-04-25 08:59:03,336,6
