Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-18 02:59:02,3 025,152
kujawsko-pomorskie,no-data,2020-07-18 02:59:02,713,49
lubelskie,no-data,2020-07-18 02:59:02,860,20
lubuskie,no-data,2020-07-18 02:59:02,278,1
łódzkie,no-data,2020-07-18 02:59:02,3 556,192
małopolskie,no-data,2020-07-18 02:59:02,2 303,47
mazowieckie,no-data,2020-07-18 02:59:02,5 572,360
opolskie,no-data,2020-07-18 02:59:02,1023,54
podkarpackie,no-data,2020-07-18 02:59:02,1033,55
podlaskie,no-data,2020-07-18 02:59:02,908,16
pomorskie,no-data,2020-07-18 02:59:02,726,38
śląskie,no-data,2020-07-18 02:59:02,14 207,370
świętokrzyskie,no-data,2020-07-18 02:59:02,879,44
warmińsko-mazurskie,no-data,2020-07-18 02:59:02,291,1
wielkopolskie,no-data,2020-07-18 02:59:02,3 388,190
zachodniopomorskie,no-data,2020-07-18 02:59:02,645,23
