Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-18 20:59:03,2226,91
kujawsko-pomorskie,no-data,2020-05-18 20:59:03,582,44
lubelskie,no-data,2020-05-18 20:59:03,409,14
lubuskie,no-data,2020-05-18 20:59:03,92,0
łódzkie,no-data,2020-05-18 20:59:03,1251,48
małopolskie,no-data,2020-05-18 20:59:03,1133,39
mazowieckie,no-data,2020-05-18 20:59:03,3003,234
opolskie,no-data,2020-05-18 20:59:03,551,39
podkarpackie,no-data,2020-05-18 20:59:03,374,34
podlaskie,no-data,2020-05-18 20:59:03,389,9
pomorskie,no-data,2020-05-18 20:59:03,502,28
śląskie,no-data,2020-05-18 20:59:03,5544,179
świętokrzyskie,no-data,2020-05-18 20:59:03,352,18
warmińsko-mazurskie,no-data,2020-05-18 20:59:03,170,1
wielkopolskie,no-data,2020-05-18 20:59:03,1810,140
zachodniopomorskie,no-data,2020-05-18 20:59:03,497,18
