Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-07-23 11:59:02,3 101,152
kujawsko-pomorskie,no-data,2020-07-23 11:59:02,727,50
lubelskie,no-data,2020-07-23 11:59:02,892,21
lubuskie,no-data,2020-07-23 11:59:02,341,2
łódzkie,no-data,2020-07-23 11:59:02,3 723,201
małopolskie,no-data,2020-07-23 11:59:02,2 721,49
mazowieckie,no-data,2020-07-23 11:59:02,5 913,370
opolskie,no-data,2020-07-23 11:59:02,1085,54
podkarpackie,no-data,2020-07-23 11:59:02,1142,57
podlaskie,no-data,2020-07-23 11:59:02,924,16
pomorskie,no-data,2020-07-23 11:59:02,778,39
śląskie,no-data,2020-07-23 11:59:02,14 781,379
świętokrzyskie,no-data,2020-07-23 11:59:02,930,45
warmińsko-mazurskie,no-data,2020-07-23 11:59:02,326,2
wielkopolskie,no-data,2020-07-23 11:59:02,3 513,191
zachodniopomorskie,no-data,2020-07-23 11:59:02,683,23
