Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-25 00:59:02,2 878,137
kujawsko-pomorskie,no-data,2020-06-25 00:59:02,653,49
lubelskie,no-data,2020-06-25 00:59:02,614,17
lubuskie,no-data,2020-06-25 00:59:02,145,0
łódzkie,no-data,2020-06-25 00:59:02,2 957,148
małopolskie,no-data,2020-06-25 00:59:02,1 629,44
mazowieckie,no-data,2020-06-25 00:59:02,4 832,324
opolskie,no-data,2020-06-25 00:59:02,866,50
podkarpackie,no-data,2020-06-25 00:59:02,577,50
podlaskie,no-data,2020-06-25 00:59:02,749,10
pomorskie,no-data,2020-06-25 00:59:02,643,38
śląskie,no-data,2020-06-25 00:59:02,12 192,301
świętokrzyskie,no-data,2020-06-25 00:59:02,742,36
warmińsko-mazurskie,no-data,2020-06-25 00:59:02,223,1
wielkopolskie,no-data,2020-06-25 00:59:02,2 518,171
zachodniopomorskie,no-data,2020-06-25 00:59:02,603,20
