Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-06-30 13:59:02,2 919,143
kujawsko-pomorskie,no-data,2020-06-30 13:59:02,672,49
lubelskie,no-data,2020-06-30 13:59:02,651,18
lubuskie,no-data,2020-06-30 13:59:02,151,0
łódzkie,no-data,2020-06-30 13:59:02,3 124,163
małopolskie,no-data,2020-06-30 13:59:02,1 745,44
mazowieckie,no-data,2020-06-30 13:59:02,5 023,330
opolskie,no-data,2020-06-30 13:59:02,941,51
podkarpackie,no-data,2020-06-30 13:59:02,649,50
podlaskie,no-data,2020-06-30 13:59:02,843,10
pomorskie,no-data,2020-06-30 13:59:02,667,38
śląskie,no-data,2020-06-30 13:59:02,12 686,329
świętokrzyskie,no-data,2020-06-30 13:59:02,798,39
warmińsko-mazurskie,no-data,2020-06-30 13:59:02,244,1
wielkopolskie,no-data,2020-06-30 13:59:02,2 669,176
zachodniopomorskie,no-data,2020-06-30 13:59:02,611,22
