Voivodeship,County/City,Last Update,Confirmed,Deaths
dolnośląskie,no-data,2020-05-01 18:59:02,1580,48
kujawsko-pomorskie,no-data,2020-05-01 18:59:02,550,28
lubelskie,no-data,2020-05-01 18:59:02,365,13
lubuskie,no-data,2020-05-01 18:59:02,87,0
łódzkie,no-data,2020-05-01 18:59:02,972,34
małopolskie,no-data,2020-05-01 18:59:02,913,30
mazowieckie,no-data,2020-05-01 18:59:02,2452,206
opolskie,no-data,2020-05-01 18:59:02,398,28
podkarpackie,no-data,2020-05-01 18:59:02,337,23
podlaskie,no-data,2020-05-01 18:59:02,375,4
pomorskie,no-data,2020-05-01 18:59:02,434,12
śląskie,no-data,2020-05-01 18:59:02,2380,120
świętokrzyskie,no-data,2020-05-01 18:59:02,270,8
warmińsko-mazurskie,no-data,2020-05-01 18:59:02,148,1
wielkopolskie,no-data,2020-05-01 18:59:02,1443,86
zachodniopomorskie,no-data,2020-05-01 18:59:02,401,10
